,carat,cut,color,clarity,depth,table,x,y,z,price_predicted,price_predict,carat_log
3826,0.32,Ideal,H,SI1,61.2,56.0,4.43,4.46,2.72,692.3559648221893,207.11761904473406,-1.1394342831883648
3827,1.71,Good,I,VS1,63.7,58.0,7.58,7.54,4.81,11480.921480607956,11017.788986737425,0.5364933705145685
3828,1.06,Premium,H,VS2,62.6,58.0,6.54,6.49,4.08,5151.710788296554,5962.439066593361,0.058268908123975824
3829,0.33,Very Good,H,VVS2,61.9,56.0,4.44,4.47,2.76,728.9929808348528,284.8922332007969,-1.1086626245216111
3830,0.75,Very Good,D,VVS2,59.4,59.0,5.88,5.94,3.51,2885.277004269015,3551.4260277554226,-0.2876820724517809
3831,1.01,Very Good,H,VS2,61.2,57.0,6.49,6.41,3.95,4751.031285514873,5573.565995813048,0.009950330853168092
3832,0.36,Ideal,I,VS1,60.5,57.0,4.56,4.59,2.77,843.4229357517228,518.2160756689846,-1.0216512475319814
3833,0.32,Premium,G,VS1,60.6,60.0,4.4,4.44,2.68,692.3559648221893,207.11761904473406,-1.1394342831883648
3834,0.91,Ideal,F,SI2,62.2,56.0,6.17,6.14,3.83,3989.445187021826,4795.819854252423,-0.09431067947124129
3835,0.39,Ideal,E,VS1,62.3,54.4,4.66,4.69,2.91,964.486283295726,751.5399181371722,-0.941608539858445
3836,1.3,Premium,H,SI2,60.4,61.0,7.09,7.04,4.27,7252.383626138099,7829.029806338862,0.26236426446749106
3837,1.18,Ideal,E,I1,61.6,56.0,6.82,6.79,4.19,6165.933412218695,6895.73443646611,0.16551443847757333
3838,1.7,Very Good,F,VS2,60.8,60.0,7.65,7.68,4.66,11368.637995208068,10940.014372581361,0.5306282510621704
3839,0.56,Very Good,E,VVS2,60.3,57.0,5.33,5.37,3.23,1768.4256633686064,2073.7083587902353,-0.579818495252942
3840,0.24,Ideal,I,VS1,62.0,56.0,4.0,4.01,2.48,427.53370842035156,-415.0792942037656,-1.4271163556401458
3841,2.15,Premium,G,SI2,58.9,58.0,8.46,8.41,4.97,16850.456975759877,14439.872009604174,0.7654678421395714
3842,1.17,Very Good,H,SI1,59.6,62.0,6.88,6.82,4.08,6078.623179740665,6817.9598223100475,0.1570037488096647
3843,0.31,Premium,H,SI2,59.5,59.0,4.39,4.45,2.63,656.4845266114595,129.3430048886721,-1.171182981502945
3844,1.71,Premium,J,SI1,62.9,58.0,7.64,7.58,4.79,11480.921480607956,11017.788986737425,0.5364933705145685
3845,0.42,Ideal,G,VS1,61.9,56.0,4.77,4.82,2.97,1092.0128089311283,984.8637606053594,-0.8675005677047231
3846,1.02,Very Good,D,VS2,63.7,55.0,6.42,6.45,4.1,4830.119169181164,5651.340609969111,0.01980262729617973
3847,1.2,Very Good,E,VS2,60.7,59.0,6.79,6.86,4.14,6342.056693904903,7051.283664778235,0.1823215567939546
3848,1.01,Ideal,E,VS2,62.5,54.0,6.39,6.42,4.0,4751.031285514873,5573.565995813048,0.009950330853168092
3849,0.32,Ideal,G,SI2,62.2,53.0,4.4,4.44,2.75,692.3559648221893,207.11761904473406,-1.1394342831883648
3850,0.5,Premium,E,VS2,60.5,60.0,5.09,5.13,3.09,1462.5558840840129,1607.0606738538595,-0.6931471805599453
3851,1.23,Good,D,I1,63.7,58.0,6.79,6.72,4.3,6609.978328705421,7284.607507246423,0.20701416938432612
3852,1.8,Premium,I,SI2,61.8,59.0,7.9,7.8,4.85,12511.378565308261,11717.760514141988,0.5877866649021191
3853,1.51,Ideal,H,VS2,62.5,56.0,7.37,7.33,4.57,9320.885344580247,9462.296703616174,0.412109650826833
3854,0.54,Ideal,H,VS1,61.6,59.0,5.22,5.24,3.22,1663.8740631244978,1918.15913047811,-0.616186139423817
3855,0.3,Ideal,G,VVS2,62.7,57.0,4.32,4.26,2.69,621.3865913129209,51.56839073260926,-1.2039728043259361
3856,1.68,Ideal,G,VS2,62.5,54.0,7.61,7.64,4.76,11145.40809462677,10784.465144269236,0.5187937934151675
3857,0.77,Ideal,D,VS2,61.3,56.0,5.87,5.9,3.61,3015.3643334630774,3706.975256067548,-0.2613647641344075
3858,1.1,Premium,F,SI1,59.5,59.0,6.7,6.77,4.01,5481.609069348721,6273.537523217612,0.09531017980432493
3859,0.76,Very Good,G,VS2,61.1,57.0,5.84,5.95,3.6,2950.0315231008713,3629.200641911485,-0.2744368457017603
3860,1.02,Very Good,I,SI2,62.8,56.0,6.42,6.38,4.02,4830.119169181164,5651.340609969111,0.01980262729617973
3861,1.25,Ideal,F,VVS1,62.2,56.0,6.89,6.93,4.3,6791.068424714163,7440.1567355585485,0.22314355131420976
3862,0.33,Premium,I,VS1,61.1,59.0,4.44,4.47,2.72,728.9929808348528,284.8922332007969,-1.1086626245216111
3863,0.5,Ideal,H,SI1,62.2,53.0,5.06,5.14,3.17,1462.5558840840129,1607.0606738538595,-0.6931471805599453
3864,0.28,Very Good,F,VVS2,61.6,56.0,4.2,4.23,2.59,553.5446880262255,-103.98083757951508,-1.2729656758128873
3865,0.31,Very Good,H,VVS2,62.6,56.0,4.33,4.36,2.72,656.4845266114595,129.3430048886721,-1.171182981502945
3866,0.51,Premium,D,VS2,61.9,62.0,5.12,5.09,3.16,1511.9022891473296,1684.835288009922,-0.6733445532637656
3867,1.55,Ideal,E,VVS2,62.5,55.0,7.38,7.4,4.62,9738.324731924245,9773.395160240425,0.4382549309311553
3868,0.43,Ideal,G,SI1,62.6,56.0,4.79,4.82,3.01,1135.9309301583232,1062.6383747614223,-0.843970070294529
3869,0.77,Very Good,H,VS1,62.2,57.0,5.81,5.86,3.63,3015.3643334630774,3706.975256067548,-0.2613647641344075
3870,0.9,Good,F,SI2,64.2,62.0,6.0,6.08,3.88,3916.2557342213877,4718.04524009636,-0.10536051565782628
3871,1.71,Ideal,J,VS1,62.1,55.0,7.73,7.65,4.78,11480.921480607956,11017.788986737425,0.5364933705145685
3872,1.0,Good,D,SI1,57.6,62.0,6.62,6.5,3.78,4672.470742601347,5495.791381656985,0.0
3873,0.52,Very Good,E,SI1,62.8,57.0,5.09,5.13,3.21,1561.9068580492603,1762.6099021659852,-0.6539264674066639
3874,0.31,Ideal,H,VS2,61.9,55.0,4.38,4.35,2.7,656.4845266114595,129.3430048886721,-1.171182981502945
3875,0.33,Premium,G,VS2,61.3,59.0,4.46,4.44,2.73,728.9929808348528,284.8922332007969,-1.1086626245216111
3876,1.51,Fair,E,VS2,65.0,58.0,7.06,7.12,4.61,9320.885344580247,9462.296703616174,0.412109650826833
3877,0.82,Ideal,H,VS1,61.5,56.0,6.0,6.04,3.7,3350.61856591658,4095.84832684786,-0.19845093872383832
3878,1.04,Good,J,SI1,64.2,58.0,6.42,6.34,4.1,4989.870251333483,5806.889838281236,0.03922071315328133
3879,1.5,Premium,E,VS2,61.8,59.0,7.38,7.31,4.54,9217.680181288046,9384.522089460112,0.4054651081081644
3880,2.02,Very Good,H,VS2,62.7,58.0,7.96,8.01,5.01,15178.2608243069,13428.802025575362,0.7030975114131134
3881,0.52,Ideal,G,VS1,61.2,56.0,5.19,5.23,3.19,1561.9068580492603,1762.6099021659852,-0.6539264674066639
3882,0.34,Good,E,SI1,63.5,55.0,4.44,4.47,2.83,766.3879710269738,362.6668473568593,-1.0788096613719298
3883,1.04,Ideal,G,VS2,61.9,54.0,6.53,6.56,4.05,4989.870251333483,5806.889838281236,0.03922071315328133
3884,1.54,Premium,I,SI1,61.8,57.0,7.43,7.37,4.57,9633.274037397745,9695.620546084361,0.43178241642553783
3885,0.7,Fair,J,VS2,64.6,58.0,5.58,5.56,3.6,2570.2674977629886,3162.5529569751097,-0.35667494393873245
3886,1.52,Good,J,SI1,63.6,60.0,7.25,7.21,4.6,9424.55336677496,9540.071317772235,0.41871033485818504
3887,1.1,Premium,E,SI2,60.7,58.0,6.77,6.65,4.07,5481.609069348721,6273.537523217612,0.09531017980432493
3888,0.4,Premium,E,SI2,60.5,59.0,4.74,4.78,2.88,1006.2848951620792,829.3145322932346,-0.916290731874155
3889,0.71,Good,E,SI2,58.8,63.0,5.75,5.88,3.42,2632.0923079581053,3240.327571131172,-0.342490308946776
3890,0.31,Ideal,E,VS2,61.6,57.0,4.38,4.35,2.69,656.4845266114595,129.3430048886721,-1.171182981502945
3891,0.37,Premium,E,VS2,63.0,58.0,4.58,4.53,2.87,883.0491209618087,595.990689825047,-0.9942522733438669
3892,1.01,Very Good,E,VS2,60.4,58.0,6.47,6.6,3.95,4751.031285514873,5573.565995813048,0.009950330853168092
3893,0.57,Very Good,I,SI1,61.1,61.0,5.34,5.37,3.27,1821.6610834748358,2151.482972946297,-0.5621189181535413
3894,0.4,Good,E,SI1,63.3,56.0,4.68,4.74,2.98,1006.2848951620792,829.3145322932346,-0.916290731874155
3895,0.36,Ideal,E,VS2,62.1,55.0,4.54,4.58,2.83,843.4229357517228,518.2160756689846,-1.0216512475319814
3896,0.3,Premium,E,IF,61.9,58.0,4.3,4.26,2.65,621.3865913129209,51.56839073260926,-1.2039728043259361
3897,1.01,Ideal,F,SI2,60.5,57.0,6.49,6.53,3.94,4751.031285514873,5573.565995813048,0.009950330853168092
3898,1.5,Ideal,H,SI1,61.3,57.0,7.38,7.4,4.53,9217.680181288046,9384.522089460112,0.4054651081081644
3899,0.57,Very Good,F,VS1,63.2,56.0,5.27,5.31,3.34,1821.6610834748358,2151.482972946297,-0.5621189181535413
3900,0.9,Very Good,H,SI1,58.7,59.0,6.3,6.35,3.71,3916.2557342213877,4718.04524009636,-0.10536051565782628
3901,0.51,Ideal,H,VVS2,60.1,57.0,5.19,5.22,3.12,1511.9022891473296,1684.835288009922,-0.6733445532637656
3902,0.27,Very Good,E,VVS2,61.7,58.0,4.12,4.15,2.55,520.8184139517327,-181.75545173557794,-1.3093333199837622
3903,0.7,Very Good,G,SI1,63.6,58.0,5.61,5.65,3.58,2570.2674977629886,3162.5529569751097,-0.35667494393873245
3904,1.75,Good,I,VS1,58.3,59.0,7.92,7.97,4.63,11934.492648846124,11328.887443361673,0.5596157879354227
3905,1.0,Fair,E,SI1,57.4,62.0,6.54,6.59,3.77,4672.470742601347,5495.791381656985,0.0
3906,0.5,Very Good,F,VS2,63.0,58.0,5.05,5.08,3.19,1462.5558840840129,1607.0606738538595,-0.6931471805599453
3907,1.51,Ideal,F,VS2,62.4,53.0,7.37,7.32,4.58,9320.885344580247,9462.296703616174,0.412109650826833
3908,1.2,Good,G,VS2,65.2,56.0,6.61,6.67,4.33,6342.056693904903,7051.283664778235,0.1823215567939546
3909,0.4,Very Good,F,VS1,61.2,58.0,4.74,4.86,2.94,1006.2848951620792,829.3145322932346,-0.916290731874155
3910,0.71,Ideal,H,VS1,62.1,55.0,5.68,5.72,3.54,2632.0923079581053,3240.327571131172,-0.342490308946776
3911,0.43,Ideal,G,VS1,61.3,57.0,4.88,4.85,2.98,1135.9309301583232,1062.6383747614223,-0.843970070294529
3912,0.31,Ideal,F,VS2,62.6,57.0,4.29,4.33,2.7,656.4845266114595,129.3430048886721,-1.171182981502945
3913,0.43,Very Good,F,VS1,62.2,61.0,4.75,4.83,2.98,1135.9309301583232,1062.6383747614223,-0.843970070294529
3914,0.53,Ideal,J,VS1,61.4,55.2,5.2,5.22,3.2,1612.5654587464296,1840.3845163220476,-0.6348782724359695
3915,0.76,Very Good,I,SI1,62.0,56.0,5.81,5.84,3.61,2950.0315231008713,3629.200641911485,-0.2744368457017603
3916,0.59,Ideal,G,VS2,62.6,54.0,5.32,5.38,3.35,1930.032886174904,2307.032201258422,-0.527632742082372
3917,0.42,Premium,D,VVS2,59.6,59.0,4.9,4.96,2.94,1092.0128089311283,984.8637606053594,-0.8675005677047231
3918,0.52,Very Good,E,SI1,59.3,59.0,5.26,5.3,3.13,1561.9068580492603,1762.6099021659852,-0.6539264674066639
3919,0.31,Ideal,G,VS1,62.3,54.0,4.35,4.38,2.72,656.4845266114595,129.3430048886721,-1.171182981502945
3920,0.72,Ideal,E,SI1,62.0,57.0,5.72,5.66,3.53,2694.5083150836263,3318.1021852872345,-0.3285040669720361
3921,0.72,Premium,G,SI1,60.8,58.0,5.8,5.74,3.51,2694.5083150836263,3318.1021852872345,-0.3285040669720361
3922,0.25,Very Good,E,VVS1,62.9,59.0,3.99,4.02,2.52,457.80269838091414,-337.30468004770273,-1.3862943611198906
3923,0.51,Ideal,F,VS1,62.1,56.0,5.15,5.13,3.19,1511.9022891473296,1684.835288009922,-0.6733445532637656
3924,1.51,Premium,I,VS1,60.0,58.0,7.51,7.45,4.49,9320.885344580247,9462.296703616174,0.412109650826833
3925,0.45,Ideal,I,VS1,61.9,54.0,4.95,4.97,3.07,1225.8488459735945,1218.187603073547,-0.7985076962177716
3926,1.75,Premium,G,VS1,59.6,60.0,7.9,7.76,4.67,11934.492648846124,11328.887443361673,0.5596157879354227
3927,0.71,Ideal,E,VS1,62.3,56.0,5.66,5.7,3.54,2632.0923079581053,3240.327571131172,-0.342490308946776
3928,0.59,Ideal,F,VS2,60.2,57.0,5.48,5.44,3.29,1930.032886174904,2307.032201258422,-0.527632742082372
3929,1.15,Very Good,F,SI1,62.5,59.0,6.62,6.69,4.16,5905.512460925488,6662.410593997922,0.13976194237515863
3930,0.47,Ideal,E,VS1,61.5,55.0,5.01,5.04,3.09,1318.5086343930957,1373.7368313856723,-0.7550225842780328
3931,0.33,Premium,G,VS2,62.6,58.0,4.4,4.36,2.74,728.9929808348528,284.8922332007969,-1.1086626245216111
3932,2.16,Premium,J,VVS1,61.5,58.0,8.36,8.26,5.11,16981.994441749128,14517.64662376024,0.7701082216960737
3933,0.3,Good,H,SI1,63.7,56.0,4.2,4.22,2.68,621.3865913129209,51.56839073260926,-1.2039728043259361
3934,1.07,Ideal,H,SI2,59.2,57.0,6.7,6.64,3.95,5233.410568281698,6040.2136807494235,0.06765864847381486
3935,1.6,Premium,I,VS2,60.2,58.0,7.63,7.56,4.57,10270.44346395339,10162.268231020736,0.47000362924573563
3936,1.0,Premium,G,SI2,62.7,59.0,6.36,6.3,3.97,4672.470742601347,5495.791381656985,0.0
3937,1.5,Very Good,H,VS1,60.7,58.0,7.35,7.42,4.48,9217.680181288046,9384.522089460112,0.4054651081081644
3938,0.54,Ideal,G,IF,61.2,57.0,5.26,5.28,3.22,1663.8740631244978,1918.15913047811,-0.616186139423817
3939,0.41,Ideal,F,VVS2,61.4,56.0,4.81,4.76,2.94,1048.7956305905404,907.0891464492965,-0.8915981192837836
3940,1.51,Very Good,I,VS1,63.1,53.0,7.34,7.25,4.6,9320.885344580247,9462.296703616174,0.412109650826833
3941,0.51,Ideal,E,SI1,61.7,55.0,5.13,5.17,3.18,1511.9022891473296,1684.835288009922,-0.6733445532637656
3942,1.02,Premium,E,SI1,61.4,58.0,6.48,6.45,3.97,4830.119169181164,5651.340609969111,0.01980262729617973
3943,0.31,Good,I,VS1,63.9,55.0,4.28,4.3,2.74,656.4845266114595,129.3430048886721,-1.171182981502945
3944,0.41,Very Good,F,VVS1,61.4,58.0,4.76,4.78,2.93,1048.7956305905404,907.0891464492965,-0.8915981192837836
3945,2.0,Premium,J,VS1,63.0,58.0,8.04,7.99,5.05,14927.281123441508,13273.252797263238,0.6931471805599453
3946,0.78,Ideal,I,VS2,60.9,57.0,5.92,5.97,3.62,3081.2729888690724,3784.7498702236103,-0.2484613592984996
3947,0.51,Good,E,VS2,63.1,59.0,5.04,5.07,3.19,1511.9022891473296,1684.835288009922,-0.6733445532637656
3948,0.3,Ideal,G,VVS1,61.7,55.0,4.34,4.32,2.67,621.3865913129209,51.56839073260926,-1.2039728043259361
3949,0.33,Very Good,G,VS1,62.8,58.0,4.38,4.41,2.76,728.9929808348528,284.8922332007969,-1.1086626245216111
3950,0.76,Ideal,H,VVS2,61.0,56.0,5.85,5.91,3.59,2950.0315231008713,3629.200641911485,-0.2744368457017603
3951,0.4,Ideal,E,VS2,61.6,57.0,4.73,4.75,2.92,1006.2848951620792,829.3145322932346,-0.916290731874155
3952,0.53,Premium,G,SI1,61.0,59.0,5.25,5.21,3.19,1612.5654587464296,1840.3845163220476,-0.6348782724359695
3953,0.42,Ideal,G,SI1,62.2,53.0,4.8,4.84,3.0,1092.0128089311283,984.8637606053594,-0.8675005677047231
3954,0.35,Very Good,I,VS2,61.7,57.0,4.52,4.56,2.8,804.5336310506847,440.4414615129217,-1.0498221244986778
3955,0.5,Premium,G,VS1,62.5,60.0,5.08,5.06,3.17,1462.5558840840129,1607.0606738538595,-0.6931471805599453
3956,1.01,Very Good,E,SI1,61.0,56.0,6.47,6.54,3.97,4751.031285514873,5573.565995813048,0.009950330853168092
3957,0.31,Very Good,D,SI1,60.0,61.0,4.41,4.43,2.65,656.4845266114595,129.3430048886721,-1.171182981502945
3958,0.34,Ideal,E,VVS1,62.2,56.0,4.45,4.49,2.78,766.3879710269738,362.6668473568593,-1.0788096613719298
3959,0.43,Ideal,D,SI1,62.5,55.0,4.83,4.8,3.01,1135.9309301583232,1062.6383747614223,-0.843970070294529
3960,0.3,Ideal,E,VVS2,62.3,56.0,4.3,4.34,2.69,621.3865913129209,51.56839073260926,-1.2039728043259361
3961,1.26,Ideal,H,SI1,61.9,57.0,6.88,6.93,4.27,6882.35228214975,7517.931349714611,0.23111172096338664
3962,0.32,Ideal,D,VS2,62.6,55.0,4.39,4.37,2.74,692.3559648221893,207.11761904473406,-1.1394342831883648
3963,1.01,Premium,G,SI2,62.4,58.0,6.38,6.41,3.99,4751.031285514873,5573.565995813048,0.009950330853168092
3964,0.34,Very Good,E,VVS2,62.7,59.0,4.41,4.43,2.77,766.3879710269738,362.6668473568593,-1.0788096613719298
3965,0.92,Good,D,SI1,60.2,56.0,6.28,6.32,3.79,4063.180116596073,4873.594468408485,-0.08338160893905101
3966,1.01,Very Good,F,VS2,63.8,55.0,6.31,6.38,4.05,4751.031285514873,5573.565995813048,0.009950330853168092
3967,0.5,Good,D,VVS2,62.4,64.0,5.03,5.06,3.14,1462.5558840840129,1607.0606738538595,-0.6931471805599453
3968,0.73,Ideal,D,SI1,62.4,53.0,5.82,5.79,3.62,2757.5128435314978,3395.8767994432974,-0.31471074483970024
3969,0.42,Ideal,I,VVS1,62.7,55.0,4.8,4.77,3.0,1092.0128089311283,984.8637606053594,-0.8675005677047231
3970,1.01,Very Good,D,VVS2,63.0,56.0,6.35,6.41,4.02,4751.031285514873,5573.565995813048,0.009950330853168092
3971,0.59,Very Good,F,IF,59.9,63.0,5.44,5.47,3.27,1930.032886174904,2307.032201258422,-0.527632742082372
3972,0.27,Very Good,D,VS2,63.0,57.0,4.06,4.1,2.57,520.8184139517327,-181.75545173557794,-1.3093333199837622
3973,1.04,Very Good,D,SI2,63.1,58.0,6.39,6.33,4.01,4989.870251333483,5806.889838281236,0.03922071315328133
3974,0.75,Premium,E,SI2,63.0,58.0,5.78,5.71,3.62,2885.277004269015,3551.4260277554226,-0.2876820724517809
3975,0.61,Good,F,SI2,62.5,65.0,5.36,5.29,3.33,2040.9158999109366,2462.5814295705472,-0.4942963218147801
3976,0.9,Good,F,SI1,61.3,60.0,6.13,6.18,3.77,3916.2557342213877,4718.04524009636,-0.10536051565782628
3977,0.31,Very Good,H,SI1,60.5,60.0,4.33,4.4,2.64,656.4845266114595,129.3430048886721,-1.171182981502945
3978,1.01,Fair,D,SI2,64.7,57.0,6.31,6.27,4.07,4751.031285514873,5573.565995813048,0.009950330853168092
3979,1.01,Ideal,I,SI1,60.3,58.0,6.5,6.56,3.94,4751.031285514873,5573.565995813048,0.009950330853168092
3980,1.0,Very Good,I,VS1,63.3,55.0,6.39,6.34,4.03,4672.470742601347,5495.791381656985,0.0
3981,0.31,Good,G,VS2,63.1,58.0,4.3,4.35,2.73,656.4845266114595,129.3430048886721,-1.171182981502945
3982,0.4,Ideal,D,SI2,62.8,56.0,4.73,4.7,2.96,1006.2848951620792,829.3145322932346,-0.916290731874155
3983,1.01,Premium,H,VVS1,60.5,57.0,6.55,6.48,3.94,4751.031285514873,5573.565995813048,0.009950330853168092
3984,0.71,Good,E,SI1,63.1,59.0,5.62,5.75,3.59,2632.0923079581053,3240.327571131172,-0.342490308946776
3985,0.35,Ideal,G,VVS2,61.0,57.0,4.58,4.54,2.78,804.5336310506847,440.4414615129217,-1.0498221244986778
3986,0.47,Ideal,J,SI1,60.6,54.0,5.04,5.0,3.09,1318.5086343930957,1373.7368313856723,-0.7550225842780328
3987,0.31,Premium,F,SI1,62.7,58.0,4.31,4.33,2.71,656.4845266114595,129.3430048886721,-1.171182981502945
3988,0.71,Ideal,H,VS1,61.8,55.0,5.72,5.77,3.55,2632.0923079581053,3240.327571131172,-0.342490308946776
3989,0.53,Ideal,I,VS1,61.6,57.0,5.21,5.18,3.2,1612.5654587464296,1840.3845163220476,-0.6348782724359695
3990,0.39,Premium,J,VVS1,61.8,56.0,4.71,4.64,2.89,964.486283295726,751.5399181371722,-0.941608539858445
3991,0.31,Ideal,H,VS1,62.1,54.0,4.3,4.37,2.69,656.4845266114595,129.3430048886721,-1.171182981502945
3992,0.3,Ideal,G,VVS2,60.9,57.0,4.35,4.32,2.64,621.3865913129209,51.56839073260926,-1.2039728043259361
3993,2.01,Fair,I,SI2,66.5,61.0,7.81,7.75,5.17,15052.560046322867,13351.027411419298,0.6981347220709843
3994,0.41,Very Good,I,SI1,63.3,60.0,4.71,4.64,2.96,1048.7956305905404,907.0891464492965,-0.8915981192837836
3995,1.22,Premium,E,VS2,62.2,55.0,6.91,6.85,4.28,6520.174671080099,7206.832893090361,0.19885085874516517
3996,2.2,Ideal,I,VS1,61.4,57.0,8.41,8.37,5.15,17512.259379374813,14828.74508038449,0.7884573603642703
3997,2.0,Very Good,J,SI1,62.2,59.0,7.92,7.97,4.94,14927.281123441508,13273.252797263238,0.6931471805599453
3998,0.39,Ideal,E,VVS1,62.1,54.0,4.67,4.7,2.91,964.486283295726,751.5399181371722,-0.941608539858445
3999,0.91,Ideal,G,SI2,61.0,57.0,6.25,6.28,3.82,3989.445187021826,4795.819854252423,-0.09431067947124129
4000,1.01,Good,H,SI1,60.3,64.0,6.5,6.53,3.93,4751.031285514873,5573.565995813048,0.009950330853168092
4001,1.09,Premium,D,SI2,61.2,60.0,6.6,6.64,4.05,5398.361258379835,6195.762909061548,0.08617769624105241
4002,0.53,Ideal,D,VS2,60.2,57.0,5.24,5.26,3.16,1612.5654587464296,1840.3845163220476,-0.6348782724359695
4003,1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,6700.27667903851,7362.382121402486,0.2151113796169455
4004,0.56,Ideal,D,VS1,62.6,55.0,5.25,5.29,3.3,1768.4256633686064,2073.7083587902353,-0.579818495252942
4005,0.59,Ideal,D,VS2,60.9,57.0,5.42,5.48,3.32,1930.032886174904,2307.032201258422,-0.527632742082372
4006,0.33,Premium,E,SI1,59.1,58.0,4.56,4.51,2.68,728.9929808348528,284.8922332007969,-1.1086626245216111
4007,0.9,Very Good,I,SI1,61.8,56.0,6.19,6.24,3.84,3916.2557342213877,4718.04524009636,-0.10536051565782628
4008,1.02,Good,D,VS1,64.6,58.0,6.22,6.28,4.04,4830.119169181164,5651.340609969111,0.01980262729617973
4009,0.72,Fair,F,SI1,64.8,55.0,5.64,5.6,3.64,2694.5083150836263,3318.1021852872345,-0.3285040669720361
4010,0.52,Ideal,E,VS2,61.0,57.0,5.21,5.19,3.17,1561.9068580492603,1762.6099021659852,-0.6539264674066639
4011,0.32,Ideal,I,VVS1,62.0,55.3,4.39,4.42,2.73,692.3559648221893,207.11761904473406,-1.1394342831883648
4012,0.25,Very Good,F,VVS1,61.1,57.0,4.05,4.08,2.48,457.80269838091414,-337.30468004770273,-1.3862943611198906
4013,0.72,Very Good,G,IF,63.3,54.0,5.64,5.73,3.6,2694.5083150836263,3318.1021852872345,-0.3285040669720361
4014,1.13,Ideal,H,SI1,62.3,56.0,6.66,6.69,4.16,5734.42416173472,6506.861365685798,0.12221763272424911
4015,1.01,Premium,I,SI1,62.8,58.0,6.4,6.34,4.0,4751.031285514873,5573.565995813048,0.009950330853168092
4016,0.72,Ideal,I,VVS1,61.3,57.0,5.74,5.77,3.53,2694.5083150836263,3318.1021852872345,-0.3285040669720361
4017,1.54,Ideal,I,VS2,60.2,59.0,7.52,7.57,4.54,9633.274037397745,9695.620546084361,0.43178241642553783
4018,0.9,Fair,E,SI2,65.8,59.0,6.03,5.98,3.95,3916.2557342213877,4718.04524009636,-0.10536051565782628
4019,1.0,Good,F,VS2,64.0,59.0,6.29,6.25,4.03,4672.470742601347,5495.791381656985,0.0
4020,0.39,Very Good,E,SI2,59.1,56.0,4.76,4.82,2.83,964.486283295726,751.5399181371722,-0.941608539858445
4021,0.5,Ideal,F,VVS2,62.2,54.0,5.09,5.11,3.17,1462.5558840840129,1607.0606738538595,-0.6931471805599453
4022,1.18,Ideal,G,VVS1,61.1,57.0,6.78,6.84,4.16,6165.933412218695,6895.73443646611,0.16551443847757333
4023,0.31,Very Good,D,VVS2,60.5,56.0,4.38,4.41,2.66,656.4845266114595,129.3430048886721,-1.171182981502945
4024,1.06,Premium,H,SI1,61.0,58.0,6.61,6.57,4.02,5151.710788296554,5962.439066593361,0.058268908123975824
4025,0.31,Good,D,SI2,63.7,55.0,4.35,4.32,2.76,656.4845266114595,129.3430048886721,-1.171182981502945
4026,2.01,Premium,I,VS2,60.3,62.0,8.13,8.08,4.89,15052.560046322867,13351.027411419298,0.6981347220709843
4027,0.3,Very Good,G,SI1,62.8,56.0,4.28,4.32,2.7,621.3865913129209,51.56839073260926,-1.2039728043259361
4028,0.3,Very Good,I,VVS2,60.1,63.0,4.28,4.31,2.58,621.3865913129209,51.56839073260926,-1.2039728043259361
4029,1.01,Fair,H,SI2,65.4,59.0,6.3,6.26,4.11,4751.031285514873,5573.565995813048,0.009950330853168092
4030,0.34,Ideal,G,SI1,61.2,57.0,4.53,4.56,2.78,766.3879710269738,362.6668473568593,-1.0788096613719298
4031,0.73,Fair,I,VS1,55.9,66.0,6.11,6.01,3.39,2757.5128435314978,3395.8767994432974,-0.31471074483970024
4032,0.72,Ideal,I,VS1,60.7,57.0,5.78,5.81,3.51,2694.5083150836263,3318.1021852872345,-0.3285040669720361
4033,0.31,Ideal,E,VS2,62.0,55.0,4.37,4.34,2.7,656.4845266114595,129.3430048886721,-1.171182981502945
4034,1.53,Ideal,E,SI1,62.3,54.2,7.35,7.38,4.59,9528.683258107107,9617.8459319283,0.4252677354043441
4035,0.25,Very Good,E,VVS2,61.9,59.0,3.99,4.02,2.48,457.80269838091414,-337.30468004770273,-1.3862943611198906
4036,0.4,Good,F,SI1,63.6,57.0,4.7,4.67,2.98,1006.2848951620792,829.3145322932346,-0.916290731874155
4037,1.21,Very Good,F,SI1,59.4,56.0,6.95,7.0,4.14,6430.867017572213,7129.058278934299,0.1906203596086497
4038,1.0,Premium,E,SI2,60.4,60.0,6.49,6.46,3.91,4672.470742601347,5495.791381656985,0.0
4039,1.02,Very Good,F,SI1,62.1,63.0,6.48,6.36,3.99,4830.119169181164,5651.340609969111,0.01980262729617973
4040,0.71,Good,F,SI2,64.5,55.6,5.58,5.61,3.6,2632.0923079581053,3240.327571131172,-0.342490308946776
4041,0.41,Very Good,F,VVS2,62.9,54.0,4.7,4.74,2.97,1048.7956305905404,907.0891464492965,-0.8915981192837836
4042,1.5,Premium,E,SI2,62.7,56.0,7.38,7.33,4.61,9217.680181288046,9384.522089460112,0.4054651081081644
4043,0.9,Very Good,H,VS2,62.1,57.0,6.16,6.23,3.85,3916.2557342213877,4718.04524009636,-0.10536051565782628
4044,0.36,Ideal,E,SI1,61.6,56.0,4.56,4.59,2.82,843.4229357517228,518.2160756689846,-1.0216512475319814
