carat,cut,color,clarity,depth,table,x,y,z,cut_num,color_num,clarity_num,price_predicted
0.25,Very Good,E,VVS1,62.9,59.0,3.99,4.02,2.52,3,6,7,1317.4327689399206
0.51,Ideal,F,VS1,62.1,56.0,5.15,5.13,3.19,5,5,5,2129.9490326775694
1.51,Premium,I,VS1,60.0,58.0,7.51,7.45,4.49,4,2,5,9899.382568276293
0.45,Ideal,I,VS1,61.9,54.0,4.95,4.97,3.07,5,2,5,761.5064635132599
1.75,Premium,G,VS1,59.6,60.0,7.9,7.76,4.67,4,4,5,12791.531360338651
0.71,Ideal,E,VS1,62.3,56.0,5.66,5.7,3.54,5,6,5,4146.759954159907
0.59,Ideal,F,VS2,60.2,57.0,5.48,5.44,3.29,5,5,4,2331.329928050991
1.15,Very Good,F,SI1,62.5,59.0,6.62,6.69,4.16,3,5,3,6406.860312428675
0.47,Ideal,E,VS1,61.5,55.0,5.01,5.04,3.09,5,6,5,2226.435068721093
0.33,Premium,G,VS2,62.6,58.0,4.4,4.36,2.74,4,4,4,-168.0036868629877
2.16,Premium,J,VVS1,61.5,58.0,8.36,8.26,5.11,4,1,7,16767.390905954162
0.3,Good,H,SI1,63.7,56.0,4.2,4.22,2.68,2,3,3,-1407.3537125758758
1.07,Ideal,H,SI2,59.2,57.0,6.7,6.64,3.95,5,3,2,4882.958920756336
1.6,Premium,I,VS2,60.2,58.0,7.63,7.56,4.57,4,2,4,10257.532090289074
1.0,Premium,G,SI2,62.7,59.0,6.36,6.3,3.97,4,4,2,4285.3806434944845
1.5,Very Good,H,VS1,60.7,58.0,7.35,7.42,4.48,3,3,5,10087.734136178093
0.54,Ideal,G,IF,61.2,57.0,5.26,5.28,3.22,5,4,8,3578.3185340718646
0.41,Ideal,F,VVS2,61.4,56.0,4.81,4.76,2.94,5,5,6,1913.5482420746434
1.51,Very Good,I,VS1,63.1,53.0,7.34,7.25,4.6,3,2,5,9800.829769210774
0.51,Ideal,E,SI1,61.7,55.0,5.13,5.17,3.18,5,6,3,1537.120223250531
1.02,Premium,E,SI1,61.4,58.0,6.48,6.45,3.97,4,6,3,5676.0242799834805
0.31,Good,I,VS1,63.9,55.0,4.28,4.3,2.74,2,2,5,-691.4608065508783
0.41,Very Good,F,VVS1,61.4,58.0,4.76,4.78,2.93,3,5,7,2169.457086462558
2.0,Premium,J,VS1,63.0,58.0,8.04,7.99,5.05,4,1,5,14187.027958241293
0.78,Ideal,I,VS2,60.9,57.0,5.92,5.97,3.62,5,2,4,2969.634666493082
0.51,Good,E,VS2,63.1,59.0,5.04,5.07,3.19,2,6,4,1537.5721833983107
0.3,Ideal,G,VVS1,61.7,55.0,4.34,4.32,2.67,5,4,7,1330.4924465410531
0.33,Very Good,G,VS1,62.8,58.0,4.38,4.41,2.76,3,4,5,214.18720375319754
0.76,Ideal,H,VVS2,61.0,56.0,5.85,5.91,3.59,5,3,6,4154.72485251879
0.4,Ideal,E,VS2,61.6,57.0,4.73,4.75,2.92,5,6,4,1165.0465280471003
0.53,Premium,G,SI1,61.0,59.0,5.25,5.21,3.19,4,4,3,829.0261667762416
0.42,Ideal,G,SI1,62.2,53.0,4.8,4.84,3.0,5,4,3,226.32246317862928
0.35,Very Good,I,VS2,61.7,57.0,4.52,4.56,2.8,3,2,4,-725.2769899579662
0.5,Premium,G,VS1,62.5,60.0,5.08,5.06,3.17,4,4,5,1504.1090909403051
1.01,Very Good,E,SI1,61.0,56.0,6.47,6.54,3.97,3,6,3,5545.427907761487
0.31,Very Good,D,SI1,60.0,61.0,4.41,4.43,2.65,3,7,3,99.08154573227421
0.34,Ideal,E,VVS1,62.2,56.0,4.45,4.49,2.78,5,6,7,2244.3143419141984
0.43,Ideal,D,SI1,62.5,55.0,4.83,4.8,3.01,5,7,3,1198.773168952905
0.3,Ideal,E,VVS2,62.3,56.0,4.3,4.34,2.69,5,6,6,1441.3845511000693
1.26,Ideal,H,SI1,61.9,57.0,6.88,6.93,4.27,5,3,3,7063.648120834739
0.32,Ideal,D,VS2,62.6,55.0,4.39,4.37,2.74,5,7,4,901.3331578690704
1.01,Premium,G,SI2,62.4,58.0,6.38,6.41,3.99,4,4,2,4430.432972776685
0.34,Very Good,E,VVS2,62.7,59.0,4.41,4.43,2.77,3,6,6,1423.1324511391736
0.92,Good,D,SI1,60.2,56.0,6.28,6.32,3.79,2,7,3,5011.425496779003
1.01,Very Good,F,VS2,63.8,55.0,6.31,6.38,4.05,3,5,4,5655.937470895136
0.5,Good,D,VVS2,62.4,64.0,5.03,5.06,3.14,2,7,6,2687.215644038125
0.73,Ideal,D,SI1,62.4,53.0,5.82,5.79,3.62,5,7,3,3609.365630742566
0.42,Ideal,I,VVS1,62.7,55.0,4.8,4.77,3.0,5,2,7,1476.4798211113698
1.01,Very Good,D,VVS2,63.0,56.0,6.35,6.41,4.02,3,7,6,7304.938727903364
0.59,Very Good,F,IF,59.9,63.0,5.44,5.47,3.27,3,5,8,3993.7925143936736
0.27,Very Good,D,VS2,63.0,57.0,4.06,4.1,2.57,3,7,4,342.8002052275251
1.04,Very Good,D,SI2,63.1,58.0,6.39,6.33,4.01,3,7,2,5539.032271326238
0.75,Premium,E,SI2,63.0,58.0,5.78,5.71,3.62,4,6,2,2741.3093221636714
0.61,Good,F,SI2,62.5,65.0,5.36,5.29,3.33,2,5,2,901.2598933931663
0.9,Good,F,SI1,61.3,60.0,6.13,6.18,3.77,2,5,3,4087.389565961869
0.31,Very Good,H,SI1,60.5,60.0,4.33,4.4,2.64,3,3,3,-1134.3174874923789
1.01,Fair,D,SI2,64.7,57.0,6.31,6.27,4.07,1,7,2,4934.21553228696
1.01,Ideal,I,SI1,60.3,58.0,6.5,6.56,3.94,5,2,3,4469.876661640874
1.0,Very Good,I,VS1,63.3,55.0,6.39,6.34,4.03,3,2,5,5038.433098656182
0.31,Good,G,VS2,63.1,58.0,4.3,4.35,2.73,2,4,4,-572.290473631434
0.4,Ideal,D,SI2,62.8,56.0,4.73,4.7,2.96,5,7,2,414.6513761228789
1.01,Premium,H,VVS1,60.5,57.0,6.55,6.48,3.94,4,3,7,6626.4078005031315
0.71,Good,E,SI1,63.1,59.0,5.62,5.75,3.59,2,6,3,2683.1005679017944
0.35,Ideal,G,VVS2,61.0,57.0,4.58,4.54,2.78,5,4,6,1158.8067637926529
0.47,Ideal,J,SI1,60.6,54.0,5.04,5.0,3.09,5,1,3,-319.7105045183357
0.31,Premium,F,SI1,62.7,58.0,4.31,4.33,2.71,4,5,3,-484.11199929885834
0.71,Ideal,H,VS1,61.8,55.0,5.72,5.77,3.55,5,3,5,3188.49930481376
0.53,Ideal,I,VS1,61.6,57.0,5.21,5.18,3.2,5,2,5,1337.7923545899266
0.39,Premium,J,VVS1,61.8,56.0,4.71,4.64,2.89,4,1,7,839.3358990452243
0.31,Ideal,H,VS1,62.1,54.0,4.3,4.37,2.69,5,3,5,152.19239463262466
0.3,Ideal,G,VVS2,60.9,57.0,4.35,4.32,2.64,5,4,6,837.5864173079849
2.01,Fair,I,SI2,66.5,61.0,7.81,7.75,5.17,1,2,2,12598.620254629584
0.41,Very Good,I,SI1,63.3,60.0,4.71,4.64,2.96,3,2,3,-963.87116429456
1.22,Premium,E,VS2,62.2,55.0,6.91,6.85,4.28,4,6,4,7968.897309378433
2.2,Ideal,I,VS1,61.4,57.0,8.41,8.37,5.15,5,2,5,16641.759172052676
2.0,Very Good,J,SI1,62.2,59.0,7.92,7.97,4.94,3,1,3,13231.80415993845
0.39,Ideal,E,VVS1,62.1,54.0,4.67,4.7,2.91,5,6,7,2644.144056437869
0.91,Ideal,G,SI2,61.0,57.0,6.25,6.28,3.82,5,4,2,3723.8921800762255
1.01,Good,H,SI1,60.3,64.0,6.5,6.53,3.93,2,3,3,4276.412702271
1.09,Premium,D,SI2,61.2,60.0,6.6,6.64,4.05,4,7,2,6121.968460891534
0.53,Ideal,D,VS2,60.2,57.0,5.24,5.26,3.16,5,7,4,2549.9053356190484
1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,4,6,2,7195.301014840723
0.56,Ideal,D,VS1,62.6,55.0,5.25,5.29,3.3,5,7,5,3215.077000005905
0.59,Ideal,D,VS2,60.9,57.0,5.42,5.48,3.32,5,7,4,2977.839667378084
0.33,Premium,E,SI1,59.1,58.0,4.56,4.51,2.68,4,6,3,125.6112506118643
0.9,Very Good,I,SI1,61.8,56.0,6.19,6.24,3.84,3,2,3,3240.5289957367227
1.02,Good,D,VS1,64.6,58.0,6.22,6.28,4.04,2,7,5,6729.334315691597
0.72,Fair,F,SI1,64.8,55.0,5.64,5.6,3.64,1,5,3,2286.0903644383525
0.52,Ideal,E,VS2,61.0,57.0,5.21,5.19,3.17,5,6,4,2075.728046302617
0.32,Ideal,I,VVS1,62.0,55.3,4.39,4.42,2.73,5,2,7,822.8616073016028
0.25,Very Good,F,VVS1,61.1,57.0,4.05,4.08,2.48,3,5,7,1141.9778456602367
0.72,Very Good,G,IF,63.3,54.0,5.64,5.73,3.6,3,4,8,4851.917338908618
1.13,Ideal,H,SI1,62.3,56.0,6.66,6.69,4.16,5,3,3,5836.4450386552835
1.01,Premium,I,SI1,62.8,58.0,6.4,6.34,4.0,4,2,3,4225.985038045166
0.72,Ideal,I,VVS1,61.3,57.0,5.74,5.77,3.53,5,2,7,3942.508385432418
1.54,Ideal,I,VS2,60.2,59.0,7.52,7.57,4.54,5,2,4,9799.420178703504
0.9,Fair,E,SI2,65.8,59.0,6.03,5.98,3.95,1,6,2,3522.841826537776
1.0,Good,F,VS2,64.0,59.0,6.29,6.25,4.03,2,5,4,5319.551863197201
0.39,Very Good,E,SI2,59.1,56.0,4.76,4.82,2.83,3,6,2,31.12895382397801
0.5,Ideal,F,VVS2,62.2,54.0,5.09,5.11,3.17,5,5,6,2620.676135754213
1.18,Ideal,G,VVS1,61.1,57.0,6.78,6.84,4.16,5,4,7,8667.689089070147
0.31,Very Good,D,VVS2,60.5,56.0,4.38,4.41,2.66,3,7,6,1711.7587968169473
1.06,Premium,H,SI1,61.0,58.0,6.61,6.57,4.02,4,3,3,5055.1807635593
0.31,Good,D,SI2,63.7,55.0,4.35,4.32,2.76,2,7,2,-619.8182545827167
2.01,Premium,I,VS2,60.3,62.0,8.13,8.08,4.89,4,2,4,14169.678629920923
0.3,Very Good,G,SI1,62.8,56.0,4.28,4.32,2.7,3,4,3,-963.8884922140305
0.3,Very Good,I,VVS2,60.1,63.0,4.28,4.31,2.58,3,2,6,-70.35051212476719
1.01,Fair,H,SI2,65.4,59.0,6.3,6.26,4.11,1,3,2,3535.9214870724
0.34,Ideal,G,SI1,61.2,57.0,4.53,4.56,2.78,5,4,3,-414.2350094207545
0.73,Fair,I,VS1,55.9,66.0,6.11,6.01,3.39,1,2,5,2452.3738439297663
0.72,Ideal,I,VS1,60.7,57.0,5.78,5.81,3.51,5,2,5,2960.1639362547985
0.31,Ideal,E,VS2,62.0,55.0,4.37,4.34,2.7,5,6,4,537.6491138483029
1.53,Ideal,E,SI1,62.3,54.2,7.35,7.38,4.59,5,6,3,10588.357314074012
0.25,Very Good,E,VVS2,61.9,59.0,3.99,4.02,2.48,3,6,6,903.6357074486182
0.4,Good,F,SI1,63.6,57.0,4.7,4.67,2.98,2,5,3,-158.95116944687015
1.21,Very Good,F,SI1,59.4,56.0,6.95,7.0,4.14,3,5,3,7100.436739255812
1.0,Premium,E,SI2,60.4,60.0,6.49,6.46,3.91,4,6,2,4982.975552797738
1.02,Very Good,F,SI1,62.1,63.0,6.48,6.36,3.99,3,5,3,5038.475671552882
0.71,Good,F,SI2,64.5,55.6,5.58,5.61,3.6,2,5,2,1866.9959037287201
0.41,Very Good,F,VVS2,62.9,54.0,4.7,4.74,2.97,3,5,6,1705.7257412302351
1.5,Premium,E,SI2,62.7,56.0,7.38,7.33,4.61,4,6,2,9528.422580885275
0.9,Very Good,H,VS2,62.1,57.0,6.16,6.23,3.85,3,3,4,4038.9887498866806
0.36,Ideal,E,SI1,61.6,56.0,4.56,4.59,2.82,5,6,3,415.83472583339517
1.05,Premium,G,IF,60.6,60.0,6.57,6.59,3.99,4,4,8,7782.721529289017
0.34,Ideal,G,VS2,61.0,57.0,4.48,4.5,2.74,5,4,4,148.46282824470836
1.18,Premium,E,SI2,62.5,60.0,6.74,6.7,4.2,4,6,2,6538.005953790042
1.03,Premium,D,SI2,61.8,60.0,6.45,6.42,3.98,4,7,2,5552.036922918125
0.32,Ideal,G,VS2,62.4,55.0,4.36,4.39,2.73,5,4,4,-22.920376245736406
1.08,Ideal,E,VVS2,61.0,56.0,6.64,6.67,4.06,5,6,6,7885.962989173965
0.73,Ideal,J,SI1,61.8,56.0,5.78,5.81,3.58,5,1,3,1680.194444914002
1.1,Ideal,F,SI2,60.4,55.0,6.77,6.73,4.08,5,5,2,5741.1026183538725
1.72,Premium,I,VVS2,62.7,58.0,7.6,7.54,4.75,4,2,6,12380.492519026793
1.0,Premium,F,SI1,61.6,61.0,6.37,6.3,3.9,4,5,3,5140.984035318556
0.92,Ideal,H,SI1,61.6,56.0,6.21,6.25,3.84,5,3,3,4020.7732864042177
0.75,Ideal,E,SI1,61.4,56.0,5.83,5.89,3.6,5,6,3,3504.9374140146456
0.72,Premium,F,VS1,58.8,60.0,5.91,5.89,3.47,4,5,5,3770.9505040228055
1.2,Premium,G,SI2,59.9,59.0,6.92,6.98,4.16,4,4,2,6194.489658473534
0.61,Ideal,F,VVS2,61.8,55.0,5.43,5.47,3.37,5,5,6,3512.2660520161926
0.31,Ideal,E,VS2,61.4,54.0,4.41,4.38,2.7,5,6,4,576.6063731185327
0.52,Very Good,F,VVS2,58.9,60.0,5.23,5.3,3.1,3,5,6,2594.0253302756655
0.23,Very Good,D,VVS1,59.7,58.0,3.97,4.04,2.39,3,7,7,1738.6692265369222
0.3,Very Good,G,VS1,60.2,62.0,4.3,4.31,2.59,3,4,5,76.67990827494305
0.84,Very Good,D,SI1,59.2,59.0,6.18,6.21,3.67,3,7,3,4355.028025029914
0.77,Ideal,E,SI2,62.1,56.0,5.84,5.86,3.63,5,6,2,3155.7042422071377
2.14,Premium,F,SI2,58.2,61.0,8.5,8.45,4.93,4,5,2,15431.904138063319
1.01,Very Good,H,VVS1,60.6,56.0,6.5,6.53,3.95,3,3,7,6573.826264230643
0.35,Premium,E,SI1,59.7,60.0,4.58,4.53,2.72,4,6,3,222.49635090027687
1.5,Premium,I,VVS2,60.2,58.0,7.5,7.34,4.47,4,2,6,10277.675468452971
0.52,Ideal,F,IF,60.3,60.0,5.24,5.27,3.17,5,5,8,3699.413555535672
1.19,Ideal,H,VS1,62.5,54.0,6.78,6.82,4.25,5,3,5,7413.102432593337
0.3,Premium,J,VS1,62.6,58.0,4.27,4.32,2.69,4,1,5,-844.0524050684176
0.53,Premium,E,SI1,61.8,60.0,5.21,5.18,3.21,4,6,3,1419.690528639364
0.91,Ideal,D,VVS2,62.0,54.0,6.2,6.25,3.86,5,7,6,6728.423954747172
0.59,Very Good,E,VS2,60.8,57.0,5.37,5.42,3.28,3,6,4,2471.13309649852
2.01,Very Good,H,I1,58.1,63.0,8.3,8.19,4.79,3,3,1,12883.982534942015
0.92,Fair,E,SI1,65.6,57.0,6.1,6.07,3.99,1,6,3,4244.146846096454
0.8,Ideal,G,VS2,62.2,56.0,5.94,5.87,3.67,5,4,4,3728.912562149758
1.42,Premium,F,SI2,59.7,57.0,7.33,7.3,4.37,4,5,2,8611.05882471337
0.46,Very Good,F,SI2,61.5,56.0,4.98,5.01,3.07,3,5,2,60.89845170855506
0.38,Ideal,F,VS2,61.2,57.0,4.64,4.67,2.85,5,5,4,741.9168457492565
0.93,Premium,H,VS2,60.3,61.0,6.39,6.25,3.81,4,3,4,4315.737877020677
1.2,Very Good,I,VS2,61.7,59.0,6.83,6.88,4.23,3,2,4,6352.569947460639
0.82,Very Good,G,SI1,63.4,55.0,6.0,5.93,3.78,3,4,3,3075.9121609227236
0.54,Premium,E,SI1,62.2,58.0,5.26,5.23,3.26,4,6,3,1500.1704795393005
1.02,Very Good,I,VS2,59.3,59.0,6.57,6.62,3.91,3,2,4,4833.08368633268
0.4,Ideal,F,VS2,60.6,55.0,4.82,4.78,2.91,5,5,4,892.162811226447
0.31,Very Good,I,VS2,60.7,61.0,4.32,4.34,2.63,3,2,4,-994.4972200449065
0.72,Ideal,G,VS1,61.2,57.0,5.76,5.79,3.53,5,4,5,3582.939036633184
1.71,Very Good,H,VS1,62.0,56.0,7.64,7.68,4.75,3,3,5,12054.484024655454
1.61,Very Good,E,SI1,62.3,57.0,7.43,7.47,4.64,3,6,3,11078.180713565649
0.52,Ideal,G,SI2,61.6,55.0,5.16,5.19,3.19,5,4,2,481.0711389786238
0.5,Ideal,F,VVS2,62.1,58.0,5.07,5.11,3.16,5,5,6,2543.5766382282395
0.72,Premium,H,SI1,62.5,57.0,5.73,5.67,3.56,4,3,3,2057.2070323817597
0.46,Very Good,E,SI1,59.3,63.0,5.09,5.02,3.0,3,6,3,780.0557772348197
1.2,Ideal,H,VS1,61.9,57.0,6.77,6.73,4.18,5,3,5,7504.188334359412
0.3,Very Good,D,SI1,63.4,54.0,4.31,4.27,2.72,3,7,3,-21.908815659885022
0.41,Good,F,SI1,63.9,56.0,4.68,4.74,3.01,2,5,3,-27.527386648369884
1.51,Premium,H,SI1,58.0,59.0,7.57,7.54,4.38,4,3,3,9319.630041815813
0.53,Ideal,D,SI1,61.6,56.0,5.2,5.23,3.21,5,7,3,1996.112761656993
0.54,Ideal,D,SI1,61.5,56.0,5.23,5.25,3.22,5,7,3,2085.692551796945
0.9,Very Good,G,VS2,62.4,61.0,6.13,6.17,3.84,3,4,4,4259.575812763591
1.05,Ideal,E,VVS2,62.4,56.0,6.49,6.52,4.06,5,6,6,7577.696349148943
1.02,Ideal,F,SI2,61.4,56.0,6.5,6.47,3.98,5,5,2,5007.2822020823005
1.15,Premium,G,SI2,62.7,58.0,6.71,6.69,4.2,4,4,2,5625.621066816789
0.86,Fair,G,VS1,64.6,58.8,5.95,6.04,3.87,1,4,5,4120.308502741604
0.54,Ideal,G,VS1,61.3,57.0,5.25,5.28,3.23,5,4,5,2083.3943173588937
1.27,Ideal,J,SI2,61.2,56.0,6.99,6.95,4.27,5,1,2,6007.637262087533
0.7,Very Good,G,VS2,63.3,56.0,5.59,5.66,3.56,3,4,4,2633.505893240029
0.91,Good,H,VVS2,65.5,57.0,6.01,6.11,3.97,2,3,6,4875.700599812898
0.39,Ideal,E,VS1,62.3,57.0,4.67,4.64,2.9,5,6,5,1550.19961686008
0.41,Premium,F,VVS2,62.4,58.0,4.76,4.7,2.95,4,5,6,1703.8546836635794
0.38,Premium,E,VS1,60.7,59.0,4.65,4.7,2.84,4,6,5,1425.2244031848597
1.1,Very Good,D,SI2,61.1,58.0,6.61,6.69,4.06,3,7,2,6164.865929514457
0.5,Good,H,VVS1,63.5,58.0,4.98,5.03,3.18,2,3,7,2001.9717376740389
0.24,Very Good,E,VVS2,62.1,59.0,3.95,4.0,2.47,3,6,6,815.4279550359274
1.0,Good,D,IF,63.3,59.0,6.33,6.37,4.02,2,7,8,7986.259428877013
1.88,Very Good,I,VS2,62.2,57.0,7.79,7.86,4.87,3,2,4,12912.669513206316
1.53,Premium,J,VVS1,61.6,58.0,7.4,7.37,4.55,4,1,7,10757.361166712835
2.11,Premium,J,SI2,60.7,60.0,8.27,8.2,5.0,4,1,2,13830.712849252774
0.79,Ideal,G,SI1,61.1,57.0,5.98,5.93,3.64,5,4,3,3151.336432619504
1.0,Ideal,G,SI1,62.4,56.0,6.41,6.34,3.98,5,4,3,4960.280281219291
0.31,Ideal,D,SI1,62.7,56.0,4.32,4.36,2.72,5,7,3,326.3257439388003
0.4,Very Good,E,VVS1,61.2,61.0,4.7,4.74,2.89,3,6,7,2379.146366542108
1.07,Ideal,G,SI2,61.1,57.0,6.61,6.65,4.05,5,4,2,5129.1293573953935
0.3,Premium,H,VS1,62.3,58.0,4.26,4.28,2.66,4,3,5,-162.33244021805967
1.01,Premium,D,SI2,58.0,60.0,6.58,6.53,3.8,4,7,2,5539.185630555432
0.71,Very Good,H,SI2,61.8,58.0,5.67,5.73,3.52,3,3,2,1423.2011424965951
0.51,Premium,G,SI2,60.8,59.0,5.2,5.19,3.16,4,4,2,176.24999383714703
0.3,Good,G,VVS2,63.2,57.0,4.23,4.28,2.69,2,4,6,399.4623073728867
0.75,Ideal,E,VS2,62.0,56.0,5.82,5.85,3.62,5,6,4,3960.4365086866396
0.62,Very Good,E,VS1,60.1,56.0,5.56,5.58,3.35,3,6,5,3203.575753735323
0.41,Good,E,SI1,63.9,58.0,4.72,4.7,3.01,2,6,3,203.67955309090712
0.38,Very Good,H,VS1,61.3,54.0,4.68,4.7,2.88,3,3,5,385.4622232032161
1.4,Premium,D,VS1,62.8,58.0,7.17,7.07,4.47,4,7,5,10387.439787166062
0.32,Premium,I,VS2,62.2,59.0,4.35,4.37,2.71,4,2,4,-868.2670555306331
0.91,Premium,H,VS2,61.8,60.0,6.22,6.18,3.83,4,3,4,4156.512918078583
0.4,Premium,E,VVS1,61.4,59.0,4.68,4.74,2.89,4,6,7,2554.0529009421725
1.52,Very Good,D,SI2,59.1,58.0,7.45,7.48,4.41,3,7,2,10150.723574102183
1.03,Premium,E,SI2,62.0,59.0,6.42,6.49,4.0,4,6,2,5268.548527331917
0.57,Very Good,E,SI2,58.8,57.3,5.42,5.46,3.21,3,6,2,1369.7744636600337
0.59,Very Good,E,VS2,61.7,60.0,5.36,5.4,3.32,3,6,4,2324.2424889960944
1.0,Fair,E,SI1,58.1,63.0,6.6,6.52,3.81,1,6,3,5138.086069702837
1.01,Premium,H,VS2,61.6,59.0,6.45,6.47,3.98,4,3,4,5079.909579061974
1.0,Ideal,F,VVS2,59.7,60.0,6.48,6.52,3.88,5,5,6,6844.747191188294
0.41,Very Good,F,SI2,60.8,58.0,4.78,4.83,2.92,3,5,2,-289.75634779564234
1.12,Very Good,G,I1,61.2,63.0,6.68,6.59,4.05,3,4,1,4705.562528524728
0.5,Good,D,SI1,63.6,54.0,5.02,5.08,3.21,2,7,3,1361.3068040002318
1.0,Premium,E,SI1,61.7,58.0,6.42,6.35,3.94,4,6,3,5486.710008765089
0.81,Very Good,G,VS1,62.6,55.0,5.92,5.97,3.72,3,4,5,4111.056538989328
1.31,Ideal,F,SI2,62.7,57.0,7.05,6.98,4.4,5,5,2,7526.17158038526
1.43,Very Good,G,VS2,62.2,58.0,7.15,7.18,4.46,3,4,4,9201.941536811828
0.54,Very Good,H,VS2,63.2,55.0,5.24,5.2,3.3,3,3,4,919.788501875471
0.39,Good,G,VS2,63.8,59.0,4.66,4.59,2.95,2,4,4,-125.94760782470212
0.25,Ideal,G,VVS2,62.1,57.0,4.01,4.07,2.5,5,4,6,513.7760925124994
0.31,Ideal,D,SI1,62.4,53.0,4.33,4.35,2.71,5,7,3,420.36265658793627
0.32,Ideal,F,VVS2,61.2,57.0,4.43,4.4,2.7,5,5,6,1279.2064359147512
0.64,Ideal,D,VS1,61.5,56.0,5.54,5.55,3.41,5,7,5,3884.6000050108105
1.04,Premium,H,VVS1,60.4,58.0,6.58,6.53,3.96,4,3,7,6909.918273201962
0.37,Ideal,H,VS2,61.7,55.0,4.64,4.67,2.87,5,3,4,-4.874741072984307
0.7,Premium,G,SI2,60.0,60.0,5.69,5.65,3.51,4,4,2,1827.745027398255
1.7,Very Good,I,SI1,61.9,62.0,7.52,7.58,4.67,3,2,3,10590.732759975386
1.02,Premium,G,VVS2,62.2,60.0,6.39,6.43,3.99,4,4,6,6489.2554998035685
0.7,Very Good,I,VS1,63.1,54.0,5.61,5.67,3.56,3,2,5,2535.067077448707
1.53,Very Good,G,VVS2,62.5,57.0,7.33,7.38,4.6,3,4,6,11125.544393526514
0.95,Good,D,SI2,56.5,61.0,6.53,6.5,3.68,2,7,2,4793.174733277923
0.5,Ideal,D,VS2,61.7,56.0,5.12,5.14,3.16,5,7,4,2232.9176102816687
0.7,Ideal,E,VS2,62.2,55.0,5.64,5.67,3.52,5,6,4,3592.144595215934
2.52,Premium,I,SI1,58.5,59.0,8.9,8.87,5.2,4,2,3,18778.009765580446
0.36,Premium,G,SI2,59.3,59.0,4.66,4.62,2.75,4,4,2,-828.7053098836759
0.34,Very Good,F,SI2,63.5,56.0,4.48,4.44,2.83,3,5,2,-951.5700568218963
0.51,Very Good,E,SI2,58.3,61.9,5.19,5.2,3.04,3,6,2,851.1002984462284
0.56,Ideal,E,VS1,60.8,55.0,5.37,5.32,3.25,5,6,5,2929.748138694916
1.13,Premium,G,VS1,61.6,58.0,6.76,6.68,4.14,4,4,5,6948.151832425832
2.09,Very Good,F,SI2,62.7,61.0,8.07,8.14,5.08,3,5,2,14776.499372554606
1.51,Ideal,H,VS2,61.9,59.0,7.29,7.34,4.53,5,3,4,9863.114244955388
0.34,Ideal,F,VVS1,61.4,57.0,4.5,4.53,2.77,5,5,7,1914.8117184102116
1.01,Good,J,SI1,58.8,57.0,6.57,6.63,3.88,2,1,3,3877.881229683101
1.14,Ideal,H,VVS2,61.9,56.0,6.69,6.72,4.15,5,3,6,7448.030778621077
1.01,Good,H,SI1,63.1,60.0,6.37,6.41,4.03,2,3,3,4262.583664644764
0.71,Good,I,VS1,59.1,63.4,5.76,5.81,3.42,2,2,5,2480.164952743443
0.36,Premium,G,IF,62.5,60.0,4.49,4.53,2.82,4,4,8,2026.6627299380225
1.2,Premium,H,SI2,62.5,58.0,6.74,6.69,4.2,4,3,2,5838.900656827328
0.52,Ideal,H,VS2,61.7,54.0,5.18,5.22,3.21,5,3,4,1153.2646675809474
0.63,Premium,I,VS1,62.0,58.0,5.52,5.45,3.4,4,2,5,1959.0923740911317
1.01,Premium,F,SI1,62.2,59.0,6.41,6.36,3.97,4,5,3,5213.374417788739
0.41,Very Good,E,SI2,63.2,58.0,4.72,4.68,2.97,3,6,2,-115.75647449559074
0.52,Good,I,SI1,63.6,60.0,5.1,5.05,3.23,2,2,3,-273.6601414723541
0.31,Ideal,I,SI2,62.0,54.1,4.32,4.35,2.69,5,2,2,-1681.2180813018986
1.5,Premium,H,I1,62.9,60.0,7.31,7.22,4.57,4,3,1,8002.458995997783
1.02,Good,H,SI2,60.3,63.0,6.45,6.49,3.9,2,3,2,3962.1621603834037
0.25,Premium,H,VVS1,60.1,62.0,4.11,4.08,2.46,4,3,7,509.1257308531717
0.31,Good,H,VVS1,63.7,56.0,4.33,4.3,2.75,2,3,7,570.7007042005425
0.26,Ideal,H,VVS2,61.8,55.7,4.08,4.1,2.53,5,3,6,290.86925860502924
0.73,Very Good,D,VS2,63.5,58.0,5.68,5.72,3.62,3,7,4,3777.2178672717378
1.51,Good,I,VS1,63.6,57.0,7.14,7.21,4.56,2,2,5,9726.698605702577
0.72,Very Good,E,SI2,61.4,58.0,5.76,5.8,3.55,3,6,2,2451.6644413120134
0.31,Good,G,VS2,64.4,54.0,4.24,4.29,2.75,2,4,4,-520.5141652880211
1.01,Ideal,F,VS1,61.7,56.0,6.48,6.45,3.99,5,5,5,6385.547124213876
1.0,Premium,D,VS1,62.7,54.0,6.38,6.35,3.99,4,7,5,6864.522736070265
1.12,Very Good,I,VS2,62.9,55.9,6.59,6.62,4.16,3,2,4,5679.050329743404
1.14,Very Good,F,VVS1,62.2,55.9,6.67,6.69,4.16,3,5,7,8349.233520387486
0.75,Ideal,G,SI2,62.5,55.0,5.82,5.77,3.62,5,4,2,2298.1614182922563
0.54,Premium,H,VVS1,62.0,57.0,5.25,5.2,3.24,4,3,7,2575.5047988801457
1.55,Premium,H,VS2,61.7,59.0,7.44,7.4,4.58,4,3,4,10055.288778428798
